id,vehiculo_id,cliente_id,concesionario_id,fecha_venta,precio_final,metodo_pago
1276,48,389,2,2024-01-21,21804,Transferencia
1277,26,196,7,2023-10-31,32897,Efectivo
1278,38,411,9,2023-12-13,76683,Tarjeta de Crédito
1279,45,451,9,2023-08-15,48189,Efectivo
1280,3,492,9,2023-12-08,69792,Tarjeta de Crédito
1281,4,296,2,2023-04-09,69227,Transferencia
1282,24,92,10,2023-02-13,42847,Financiamiento
1283,33,93,2,2023-04-14,61201,Transferencia
1284,21,485,7,2023-02-21,71079,Tarjeta de Crédito
1285,45,329,9,2023-09-28,66470,Tarjeta de Crédito
1286,33,409,8,2024-01-18,13947,Financiamiento
1287,48,397,8,2023-08-11,42307,Tarjeta de Crédito
1288,11,230,9,2023-04-17,75475,Tarjeta de Crédito
1289,46,407,4,2023-12-11,45057,Tarjeta de Crédito
1290,35,433,4,2023-05-11,76053,Efectivo
1291,12,128,10,2023-05-21,64097,Financiamiento
1292,27,482,4,2023-05-08,56761,Financiamiento
1293,45,275,4,2023-12-17,35519,Tarjeta de Crédito
1294,9,199,10,2023-12-16,77242,Financiamiento
1295,34,372,7,2024-01-03,40842,Financiamiento
1296,7,282,4,2023-10-07,63716,Tarjeta de Crédito
1297,23,307,2,2023-08-24,32110,Financiamiento
1298,43,275,1,2023-08-08,27388,Efectivo
1299,37,203,7,2023-02-06,44828,Tarjeta de Crédito
1300,3,174,5,2023-08-30,55273,Transferencia
1301,16,463,5,2023-04-03,27162,Efectivo
1302,38,199,8,2023-05-03,19853,Transferencia
1303,30,207,4,2023-07-14,62549,Financiamiento
1304,34,240,9,2024-01-30,58514,Tarjeta de Crédito
1305,14,324,4,2023-11-08,73879,Tarjeta de Crédito
1306,27,21,8,2023-06-17,15480,Transferencia
1307,17,362,5,2023-10-19,59661,Tarjeta de Crédito
1308,44,479,4,2023-09-18,72109,Transferencia
1309,10,25,8,2023-10-29,48785,Financiamiento
1310,31,53,2,2023-01-12,38626,Transferencia
1311,23,101,8,2023-06-30,27024,Transferencia
1312,27,435,9,2023-02-24,38996,Transferencia
1313,36,453,10,2023-08-22,55711,Transferencia
1314,20,103,4,2023-12-07,78282,Financiamiento
1315,24,415,6,2023-06-17,61749,Tarjeta de Crédito
1316,40,102,7,2023-12-01,39256,Transferencia
1317,49,112,3,2023-02-23,22208,Financiamiento
1318,49,455,2,2024-01-15,43903,Transferencia
1319,45,155,6,2023-08-26,45815,Efectivo
1320,28,92,3,2023-01-15,18128,Tarjeta de Crédito
1321,42,203,10,2024-01-17,73300,Efectivo
1322,46,221,6,2023-04-26,47029,Tarjeta de Crédito
1323,41,65,9,2023-09-02,65751,Transferencia
1324,45,100,6,2023-05-27,77583,Transferencia
1325,35,483,2,2023-05-03,61101,Financiamiento
1326,43,364,9,2023-02-03,27455,Transferencia
1327,11,78,7,2023-03-30,48715,Transferencia
1328,3,293,2,2023-09-01,10575,Tarjeta de Crédito
1329,3,149,3,2023-01-21,78801,Efectivo
1330,8,347,9,2023-10-15,13101,Efectivo
1331,21,457,9,2023-05-06,12889,Tarjeta de Crédito
1332,49,2,3,2023-07-30,63527,Efectivo
1333,43,72,8,2023-03-08,48168,Transferencia
1334,14,191,2,2023-07-14,11075,Tarjeta de Crédito
1335,14,313,7,2023-11-16,47259,Tarjeta de Crédito
1336,27,440,10,2023-09-20,19396,Transferencia
1337,42,138,10,2023-09-13,53787,Financiamiento
1338,42,436,5,2023-05-31,62621,Tarjeta de Crédito
1339,9,442,5,2023-06-25,15508,Transferencia
1340,31,367,1,2023-04-13,37573,Efectivo
1341,50,113,9,2023-12-30,18087,Efectivo
1342,15,155,1,2023-05-07,49772,Tarjeta de Crédito
1343,33,234,1,2023-04-13,31138,Tarjeta de Crédito
1344,17,232,4,2023-05-25,77831,Efectivo
1345,5,429,6,2023-12-07,77854,Financiamiento
1346,39,308,1,2023-08-11,15364,Tarjeta de Crédito
1347,43,43,2,2023-12-02,22944,Transferencia
1348,48,53,8,2023-10-11,34186,Tarjeta de Crédito
1349,41,191,10,2023-01-07,24592,Tarjeta de Crédito
1350,43,123,6,2023-05-08,54260,Efectivo
1351,26,18,5,2023-05-02,18177,Financiamiento
1352,4,389,5,2023-05-16,48951,Tarjeta de Crédito
1353,31,135,3,2023-10-19,34997,Efectivo
1354,15,332,5,2023-04-28,47763,Tarjeta de Crédito
1355,42,209,7,2023-12-22,20535,Transferencia
1356,7,344,10,2023-09-10,17868,Efectivo
1357,34,355,10,2023-04-10,20543,Transferencia
1358,1,126,8,2023-07-22,12143,Efectivo
1359,39,16,9,2023-12-19,40493,Efectivo
1360,18,61,6,2023-09-25,23411,Financiamiento
1361,7,380,2,2023-04-03,41879,Efectivo
1362,36,413,10,2023-06-21,14327,Transferencia
1363,45,335,8,2023-02-10,45240,Tarjeta de Crédito
1364,28,201,1,2023-09-07,61394,Tarjeta de Crédito
1365,2,121,6,2023-04-18,29346,Tarjeta de Crédito
1366,35,363,6,2023-08-18,68662,Efectivo
1367,4,338,2,2023-04-07,77706,Transferencia
1368,28,424,10,2023-02-17,32425,Tarjeta de Crédito
1369,38,76,1,2023-04-22,76532,Tarjeta de Crédito
1370,12,29,2,2023-03-03,76097,Tarjeta de Crédito
1371,20,162,5,2023-11-02,61415,Transferencia
1372,34,267,9,2023-08-24,27941,Tarjeta de Crédito
1373,14,221,1,2023-04-12,53536,Transferencia
1374,15,383,10,2023-10-16,13877,Transferencia
1375,21,109,1,2023-12-02,20513,Efectivo
1376,50,465,2,2024-01-14,30546,Transferencia
1377,50,500,2,2023-04-25,59141,Tarjeta de Crédito
1378,23,9,6,2023-11-26,41379,Transferencia
1379,47,257,9,2023-09-06,70665,Financiamiento
1380,3,367,10,2023-12-03,16349,Efectivo
1381,11,23,6,2023-07-09,48017,Transferencia
1382,30,262,6,2023-12-24,33782,Tarjeta de Crédito
1383,32,249,4,2023-06-22,44288,Efectivo
1384,4,330,7,2023-10-19,28455,Tarjeta de Crédito
1385,2,368,6,2023-08-10,73688,Financiamiento
1386,12,241,10,2023-12-17,13417,Transferencia
1387,36,19,7,2023-03-14,18833,Transferencia
1388,50,204,2,2023-06-12,67106,Financiamiento
1389,33,211,3,2023-03-06,26418,Financiamiento
1390,10,153,9,2023-11-07,45089,Financiamiento
1391,36,336,1,2023-12-22,17791,Financiamiento
1392,46,409,8,2023-05-19,28884,Financiamiento
1393,35,354,1,2023-07-17,17651,Financiamiento
1394,26,469,10,2023-06-08,48682,Financiamiento
1395,49,283,8,2023-09-04,48222,Efectivo
1396,15,20,8,2023-11-08,76790,Tarjeta de Crédito
1397,49,89,4,2023-10-03,42007,Tarjeta de Crédito
1398,15,132,5,2023-09-15,31068,Financiamiento
1399,15,428,9,2023-02-09,53051,Efectivo
1400,12,127,2,2023-07-04,78923,Transferencia
1401,3,373,10,2023-10-22,63161,Tarjeta de Crédito
1402,5,284,10,2023-12-04,21382,Efectivo
1403,7,255,6,2023-06-22,31677,Transferencia
1404,2,288,6,2023-11-08,77946,Financiamiento
1405,1,65,9,2023-06-29,55859,Transferencia
1406,29,396,9,2023-01-21,51666,Transferencia
1407,41,392,10,2023-05-21,70419,Efectivo
1408,25,382,10,2023-06-04,15550,Financiamiento
1409,5,180,5,2023-06-26,47290,Efectivo
1410,42,366,9,2023-10-20,10174,Efectivo
1411,12,222,6,2023-04-23,47344,Transferencia
1412,47,401,9,2023-07-23,53079,Financiamiento
1413,48,471,2,2024-01-11,75438,Tarjeta de Crédito
1414,17,388,4,2023-12-04,74149,Efectivo
1415,6,201,8,2023-10-13,48970,Tarjeta de Crédito
1416,28,110,9,2023-10-08,19948,Efectivo
1417,19,444,2,2023-08-04,61657,Tarjeta de Crédito
1418,27,493,6,2023-09-26,58294,Financiamiento
1419,42,298,10,2023-10-12,59101,Transferencia
1420,23,149,4,2023-05-29,51451,Transferencia
1421,35,174,5,2023-12-16,59101,Tarjeta de Crédito
1422,5,142,5,2023-01-14,45696,Tarjeta de Crédito
1423,43,72,1,2023-11-11,60516,Tarjeta de Crédito
1424,14,466,3,2023-02-20,52012,Financiamiento
1425,4,187,6,2023-11-17,48533,Transferencia
1426,5,477,9,2023-12-03,43038,Transferencia
1427,10,85,3,2023-09-14,61320,Transferencia
1428,1,169,2,2023-09-19,73834,Efectivo
1429,49,465,5,2023-08-16,22792,Efectivo
1430,25,306,3,2023-07-28,33061,Efectivo
1431,19,121,9,2023-11-08,56131,Transferencia
1432,9,180,1,2024-01-21,10501,Efectivo
1433,45,399,3,2023-12-08,42805,Transferencia
1434,5,28,4,2023-05-12,64780,Transferencia
1435,28,237,9,2023-09-15,38168,Tarjeta de Crédito
1436,42,119,2,2023-11-24,46320,Transferencia
1437,14,108,6,2023-02-28,71391,Efectivo
1438,50,232,8,2023-01-18,77226,Financiamiento
1439,6,83,3,2023-05-09,66906,Tarjeta de Crédito
1440,26,252,9,2023-12-06,18480,Efectivo
1441,1,128,9,2023-10-12,11689,Transferencia
1442,5,466,7,2023-03-12,58660,Financiamiento
1443,43,40,2,2023-04-15,54186,Efectivo
1444,39,40,9,2023-11-18,22581,Tarjeta de Crédito
1445,17,338,7,2023-12-16,40951,Efectivo
1446,39,339,3,2023-09-09,47449,Efectivo
1447,5,39,3,2023-04-17,15063,Financiamiento
1448,13,226,10,2023-01-07,13480,Transferencia
1449,20,225,6,2023-10-09,45987,Tarjeta de Crédito
1450,44,26,3,2023-07-18,10980,Tarjeta de Crédito
1451,16,272,10,2023-10-17,27373,Financiamiento
1452,5,279,4,2023-03-04,58112,Transferencia
1453,19,384,9,2023-03-11,62625,Financiamiento
1454,46,199,10,2023-12-23,55496,Efectivo
1455,29,201,8,2023-09-09,75920,Transferencia
1456,26,155,7,2023-02-17,48561,Efectivo
1457,23,107,2,2023-12-29,72085,Tarjeta de Crédito
1458,2,141,10,2023-09-20,20499,Tarjeta de Crédito
1459,31,279,2,2023-05-19,53590,Tarjeta de Crédito
1460,49,398,10,2023-02-05,11182,Financiamiento
1461,18,416,3,2023-12-04,10722,Financiamiento
1462,19,398,7,2023-11-24,31047,Financiamiento
1463,7,245,4,2023-11-19,76715,Transferencia
1464,22,4,10,2023-09-11,16606,Transferencia
1465,9,127,5,2023-02-01,70909,Tarjeta de Crédito
1466,35,463,9,2023-07-13,76757,Tarjeta de Crédito
1467,30,469,10,2023-07-19,25282,Financiamiento
1468,38,36,7,2023-01-22,73292,Efectivo
1469,9,229,6,2023-06-28,15035,Transferencia
1470,46,19,3,2023-03-30,43943,Tarjeta de Crédito
1471,47,268,10,2023-03-28,52284,Tarjeta de Crédito
1472,9,377,10,2023-09-27,63643,Transferencia
1473,19,247,7,2023-10-01,66252,Financiamiento
1474,45,21,3,2023-05-02,53691,Financiamiento
1475,18,101,5,2023-08-02,38410,Transferencia
1476,19,131,6,2023-10-10,73935,Tarjeta de Crédito
1477,48,90,5,2023-05-18,70203,Transferencia
1478,32,105,6,2024-01-31,10001,Financiamiento
1479,35,487,10,2023-03-16,21163,Transferencia
1480,20,415,6,2023-05-11,21387,Tarjeta de Crédito
1481,26,276,9,2023-03-12,78787,Efectivo
1482,12,155,3,2023-09-25,19927,Efectivo
1483,32,239,6,2023-03-13,40078,Efectivo
1484,40,83,8,2023-01-23,21783,Transferencia
1485,36,335,8,2023-12-01,79433,Tarjeta de Crédito
1486,33,187,8,2024-01-19,31517,Transferencia
1487,11,481,6,2023-03-12,32852,Financiamiento
1488,32,253,1,2023-11-12,40329,Transferencia
1489,19,412,4,2023-02-25,75176,Tarjeta de Crédito
1490,3,83,7,2023-02-07,47252,Transferencia
1491,31,186,10,2024-01-20,33616,Tarjeta de Crédito
1492,13,341,1,2023-03-26,20742,Tarjeta de Crédito
1493,34,318,3,2023-01-24,26503,Financiamiento
1494,44,117,4,2023-08-24,18205,Financiamiento
1495,30,51,10,2023-07-15,63024,Financiamiento
1496,30,390,5,2023-02-02,27930,Tarjeta de Crédito
1497,2,291,1,2023-03-19,37215,Efectivo
1498,46,251,5,2023-08-30,74642,Tarjeta de Crédito
1499,11,405,8,2023-09-30,20789,Financiamiento
1500,14,54,7,2023-11-23,75263,Efectivo
1501,46,275,9,2023-01-27,35717,Tarjeta de Crédito
1502,3,85,10,2023-03-28,33300,Financiamiento
1503,34,190,10,2023-11-14,36992,Transferencia
1504,12,478,8,2023-01-30,52972,Transferencia
1505,34,161,4,2023-10-14,39552,Financiamiento
1506,8,213,6,2023-09-10,17304,Transferencia
1507,49,253,7,2023-01-09,14828,Tarjeta de Crédito
1508,9,186,9,2023-02-14,57327,Efectivo
1509,6,250,10,2023-01-12,69510,Tarjeta de Crédito
1510,22,230,2,2023-11-04,22293,Transferencia
1511,34,209,7,2024-01-22,76514,Efectivo
1512,18,404,3,2023-08-09,66563,Financiamiento
1513,12,252,6,2023-05-03,53624,Transferencia
1514,35,490,4,2023-04-21,44475,Tarjeta de Crédito
1515,13,159,5,2023-10-04,49561,Tarjeta de Crédito
1516,18,71,9,2023-12-09,42512,Efectivo
1517,10,413,1,2023-03-12,37297,Tarjeta de Crédito
1518,35,144,10,2023-10-04,30068,Transferencia
1519,13,407,10,2023-05-06,10175,Financiamiento
1520,31,327,7,2023-08-11,12237,Financiamiento
1521,48,6,9,2023-08-14,12018,Efectivo
1522,32,95,3,2023-02-28,71651,Transferencia
1523,10,390,1,2023-01-09,47083,Transferencia
1524,17,129,5,2023-04-09,28180,Financiamiento
1525,40,302,5,2023-04-17,50547,Financiamiento
1526,8,139,7,2023-04-04,36477,Tarjeta de Crédito
1527,30,345,9,2023-07-22,16208,Transferencia
1528,18,226,6,2023-08-02,33252,Tarjeta de Crédito
1529,46,465,3,2024-01-11,65030,Efectivo
1530,50,27,6,2024-01-17,75198,Tarjeta de Crédito
1531,50,492,4,2023-08-15,26392,Efectivo
1532,8,17,4,2023-07-29,73263,Transferencia
1533,19,172,6,2023-12-22,52993,Tarjeta de Crédito
1534,9,154,7,2023-02-08,47769,Financiamiento
1535,9,213,9,2023-12-28,41042,Transferencia
1536,45,190,4,2023-11-28,67939,Tarjeta de Crédito
1537,23,185,7,2023-04-11,66135,Financiamiento
1538,10,392,10,2023-03-05,20556,Financiamiento
1539,6,105,2,2023-05-30,52486,Financiamiento
1540,10,172,1,2023-03-08,37070,Transferencia
1541,28,361,6,2024-01-21,48253,Tarjeta de Crédito
1542,48,83,7,2023-08-26,40580,Financiamiento
1543,26,440,8,2023-06-10,58056,Efectivo
1544,13,123,7,2023-06-03,55769,Financiamiento
1545,26,122,6,2023-04-03,60798,Transferencia
1546,8,242,3,2023-04-02,39861,Transferencia
1547,6,482,7,2023-06-24,79954,Transferencia
1548,6,245,3,2023-08-23,40250,Tarjeta de Crédito
1549,24,277,10,2023-10-18,65910,Efectivo
1550,43,492,4,2023-03-15,52617,Efectivo
1551,6,115,9,2023-07-09,41960,Financiamiento
1552,19,105,9,2023-01-04,12208,Efectivo
1553,40,205,5,2023-06-27,78737,Tarjeta de Crédito
1554,30,56,2,2023-04-24,51089,Tarjeta de Crédito
1555,38,16,4,2023-06-15,58179,Efectivo
1556,14,226,9,2023-01-23,48723,Financiamiento
1557,6,98,3,2024-01-31,30508,Efectivo
1558,40,128,8,2023-10-06,22260,Financiamiento
1559,18,26,6,2023-03-01,52476,Financiamiento
1560,1,437,5,2023-03-23,71591,Transferencia
1561,38,221,3,2023-09-18,42570,Financiamiento
1562,9,64,9,2023-04-04,77963,Tarjeta de Crédito
1563,45,154,5,2023-02-01,43438,Transferencia
1564,39,122,4,2023-05-15,74236,Tarjeta de Crédito
1565,5,348,3,2023-06-22,73386,Efectivo
1566,12,444,10,2023-01-21,20707,Transferencia
1567,11,459,1,2023-07-17,33921,Transferencia
1568,46,216,7,2023-07-21,21893,Efectivo
1569,48,134,5,2023-01-09,69057,Financiamiento
1570,13,229,1,2023-12-20,14439,Efectivo
1571,42,303,6,2023-12-25,40696,Transferencia
1572,18,167,7,2023-03-25,17820,Financiamiento
1573,6,62,8,2023-02-18,71125,Transferencia
1574,22,107,8,2023-06-17,39116,Tarjeta de Crédito
1575,33,139,9,2023-09-13,37541,Financiamiento
1576,3,425,10,2023-09-12,12125,Tarjeta de Crédito
1577,39,417,3,2023-07-11,34891,Efectivo
1578,44,66,5,2023-12-28,70482,Efectivo
1579,34,500,1,2023-09-17,41561,Tarjeta de Crédito
1580,3,197,8,2023-03-15,62254,Transferencia
1581,49,55,1,2023-07-16,63182,Financiamiento
1582,13,301,1,2023-06-03,16292,Transferencia
1583,4,332,6,2023-11-28,63115,Tarjeta de Crédito
1584,25,132,3,2023-12-25,69500,Efectivo
1585,28,483,4,2023-07-11,44235,Transferencia
1586,35,275,7,2023-01-22,59582,Transferencia
1587,3,135,1,2023-09-13,55252,Financiamiento
1588,30,444,4,2024-01-19,55590,Efectivo
1589,12,153,9,2023-10-20,54280,Transferencia
1590,24,242,5,2023-03-12,44183,Financiamiento
1591,40,324,1,2023-03-21,48738,Financiamiento
1592,34,133,4,2023-01-14,13066,Financiamiento
1593,28,494,1,2023-07-08,76932,Tarjeta de Crédito
1594,37,343,1,2023-11-22,42657,Transferencia
1595,32,226,3,2023-06-19,47261,Financiamiento
1596,9,437,7,2023-10-26,56534,Transferencia
1597,33,416,3,2023-12-21,48580,Efectivo
1598,20,372,5,2024-01-07,40041,Tarjeta de Crédito
1599,48,447,2,2023-10-13,14869,Tarjeta de Crédito
1600,13,341,9,2023-01-30,60146,Transferencia
1601,28,424,1,2023-07-28,24697,Efectivo
1602,17,165,2,2023-09-10,16369,Tarjeta de Crédito
1603,27,79,8,2024-02-01,21756,Transferencia
1604,25,117,7,2023-09-17,24234,Transferencia
1605,48,74,1,2023-01-21,24940,Efectivo
1606,36,106,10,2023-03-13,61705,Efectivo
1607,11,397,5,2023-03-13,72586,Efectivo
1608,28,231,3,2023-01-02,10085,Efectivo
1609,40,5,3,2023-09-13,19453,Efectivo
1610,8,93,9,2023-10-14,53847,Efectivo
1611,43,234,6,2024-01-04,13498,Efectivo
1612,25,492,3,2023-11-20,11146,Financiamiento
1613,50,209,10,2023-12-19,17754,Efectivo
1614,41,175,5,2023-01-31,71169,Transferencia
1615,5,75,10,2023-11-07,51595,Tarjeta de Crédito
1616,30,114,10,2023-03-23,33897,Efectivo
1617,12,435,3,2023-10-18,75811,Efectivo
1618,36,33,9,2023-10-06,44198,Transferencia
1619,45,95,4,2023-09-10,21263,Transferencia
1620,50,458,7,2023-04-18,30378,Financiamiento
1621,20,465,8,2023-01-20,49572,Tarjeta de Crédito
1622,43,186,1,2023-07-28,14495,Efectivo
1623,39,255,4,2023-04-21,72355,Tarjeta de Crédito
1624,7,347,2,2023-05-17,65209,Transferencia
1625,4,369,2,2023-08-09,20125,Financiamiento
1626,11,344,7,2023-04-29,63165,Tarjeta de Crédito
1627,31,65,2,2023-11-14,69979,Transferencia
1628,49,372,3,2023-11-02,68536,Transferencia
1629,7,56,1,2023-11-05,45357,Efectivo
1630,21,445,2,2023-09-30,19323,Tarjeta de Crédito
1631,13,64,2,2024-01-31,43640,Tarjeta de Crédito
1632,39,261,8,2023-11-13,73425,Tarjeta de Crédito
1633,10,363,8,2023-09-29,30162,Financiamiento
1634,46,445,6,2023-09-23,58432,Efectivo
1635,17,25,6,2024-01-30,12000,Transferencia
1636,24,169,2,2023-02-18,68726,Efectivo
1637,29,191,6,2023-10-03,44276,Financiamiento
1638,35,381,1,2023-08-24,13970,Financiamiento
1639,46,16,2,2023-12-24,76087,Financiamiento
1640,5,92,9,2023-01-06,13243,Tarjeta de Crédito
1641,28,393,5,2023-10-15,57157,Tarjeta de Crédito
1642,44,250,1,2023-10-27,24944,Tarjeta de Crédito
1643,2,379,6,2023-06-20,60278,Financiamiento
1644,32,112,1,2023-11-25,32127,Tarjeta de Crédito
1645,50,421,5,2023-04-03,37503,Efectivo
1646,42,423,2,2023-12-06,20157,Tarjeta de Crédito
1647,16,436,10,2023-12-16,62335,Efectivo
1648,25,159,7,2023-09-22,27931,Transferencia
1649,6,395,10,2023-09-22,22188,Transferencia
1650,14,209,8,2023-07-19,35813,Tarjeta de Crédito
1651,35,409,6,2023-07-09,25963,Financiamiento
1652,46,90,10,2023-03-28,54523,Financiamiento
1653,22,386,4,2023-08-08,54043,Financiamiento
1654,40,265,2,2023-08-30,71670,Transferencia
1655,48,379,2,2023-10-07,23584,Transferencia
1656,17,365,10,2023-07-29,42255,Transferencia
1657,3,261,2,2023-08-18,64765,Tarjeta de Crédito
1658,34,26,5,2023-11-15,61547,Efectivo
1659,26,337,8,2023-02-19,21925,Transferencia
1660,21,229,1,2023-09-01,60512,Tarjeta de Crédito
1661,44,378,6,2023-03-23,17892,Tarjeta de Crédito
1662,23,75,10,2023-03-17,43738,Transferencia
1663,3,137,2,2023-03-26,66892,Financiamiento
1664,16,151,8,2023-09-05,49805,Efectivo
1665,20,455,9,2023-08-28,17961,Tarjeta de Crédito
1666,48,150,5,2023-07-11,67792,Financiamiento
1667,24,408,2,2023-11-17,42211,Financiamiento
1668,2,10,8,2023-11-15,40451,Transferencia
1669,49,54,3,2023-02-21,11780,Transferencia
1670,43,66,1,2023-12-30,57792,Financiamiento
1671,34,266,4,2023-01-18,59819,Transferencia
1672,14,188,7,2023-03-08,28745,Tarjeta de Crédito
1673,21,419,9,2023-06-04,76610,Tarjeta de Crédito
1674,12,266,8,2024-01-06,21948,Financiamiento
1675,36,76,5,2024-01-23,73790,Financiamiento
1676,5,476,4,2024-01-29,22422,Transferencia
1677,9,78,4,2023-03-28,14744,Efectivo
1678,9,6,1,2023-12-25,25911,Financiamiento
1679,5,289,5,2023-08-31,43816,Tarjeta de Crédito
1680,34,17,10,2024-01-12,20159,Efectivo
1681,29,136,9,2023-12-18,62871,Transferencia
1682,6,494,3,2023-05-24,47381,Efectivo
1683,33,154,1,2023-01-28,33152,Tarjeta de Crédito
1684,14,444,5,2023-05-11,18962,Tarjeta de Crédito
1685,23,354,2,2023-03-25,33631,Transferencia
1686,36,341,1,2024-01-18,38137,Efectivo
1687,4,461,7,2023-01-20,64199,Financiamiento
1688,17,10,4,2023-12-01,34988,Efectivo
1689,9,451,5,2023-12-26,41117,Financiamiento
1690,9,387,7,2023-10-25,53009,Efectivo
1691,19,282,7,2024-01-05,33608,Tarjeta de Crédito
1692,42,495,1,2023-10-29,45134,Efectivo
1693,14,202,7,2023-06-02,42967,Efectivo
1694,38,8,2,2023-03-16,12380,Transferencia
1695,26,451,7,2023-10-29,41790,Transferencia
1696,24,326,6,2023-04-30,45260,Financiamiento
1697,35,127,1,2024-01-11,72155,Financiamiento
1698,12,133,4,2023-02-20,16175,Financiamiento
1699,21,407,10,2023-01-29,39449,Efectivo
1700,37,132,8,2023-11-14,25905,Financiamiento
1701,4,6,4,2023-12-18,28946,Efectivo
1702,4,194,8,2024-01-08,12174,Financiamiento
1703,25,270,8,2023-12-15,73814,Efectivo
1704,5,493,7,2023-11-05,50989,Tarjeta de Crédito
1705,9,188,8,2023-05-15,71908,Efectivo
1706,22,196,8,2023-08-14,10092,Tarjeta de Crédito
1707,6,417,9,2023-02-22,19467,Transferencia
1708,21,63,10,2023-01-26,47546,Transferencia
1709,42,121,1,2023-02-09,38723,Tarjeta de Crédito
1710,1,18,5,2023-07-07,73422,Financiamiento
1711,8,486,4,2023-09-06,34309,Tarjeta de Crédito
1712,10,496,4,2023-08-07,15522,Transferencia
1713,22,319,5,2023-11-19,74658,Transferencia
1714,39,441,10,2023-01-31,62467,Tarjeta de Crédito
1715,28,149,4,2023-01-22,61136,Transferencia
1716,12,283,9,2023-12-30,16903,Tarjeta de Crédito
1717,5,168,9,2023-09-18,36627,Transferencia
1718,7,320,3,2023-08-15,52374,Tarjeta de Crédito
1719,2,238,7,2023-03-24,19796,Financiamiento
1720,16,189,5,2023-02-18,18970,Financiamiento
1721,14,287,5,2023-11-10,74629,Efectivo
1722,28,332,6,2023-09-03,47938,Financiamiento
1723,7,329,5,2024-01-16,17419,Transferencia
1724,33,42,1,2023-03-14,43113,Efectivo
1725,43,148,3,2023-05-24,40593,Efectivo
1726,38,252,2,2023-08-14,49282,Efectivo
1727,8,124,5,2023-10-09,36958,Efectivo
1728,36,93,8,2023-06-13,40661,Transferencia
1729,41,317,10,2023-03-25,21769,Financiamiento
1730,25,115,5,2023-05-31,79738,Financiamiento
1731,7,477,4,2023-12-07,14794,Transferencia
1732,34,119,6,2023-11-24,62876,Transferencia
1733,6,82,3,2024-01-25,14191,Financiamiento
1734,32,499,10,2023-02-08,61622,Efectivo
1735,8,208,5,2023-10-23,51745,Tarjeta de Crédito
1736,34,171,10,2023-01-27,72056,Transferencia
1737,29,247,8,2023-03-09,63024,Tarjeta de Crédito
1738,26,221,8,2023-10-16,69350,Transferencia
1739,16,405,10,2023-03-13,77798,Financiamiento
1740,4,335,6,2023-02-04,27353,Financiamiento
1741,47,487,4,2023-11-12,36367,Transferencia
1742,13,55,3,2024-01-13,48682,Transferencia
1743,18,401,3,2024-01-12,30416,Tarjeta de Crédito
1744,7,303,4,2023-12-19,71427,Tarjeta de Crédito
1745,22,412,6,2023-08-02,70517,Financiamiento
1746,25,226,2,2023-02-22,57134,Transferencia
1747,37,166,3,2023-02-27,76474,Efectivo
1748,40,284,9,2023-07-18,30825,Transferencia
1749,4,121,7,2023-09-04,73685,Transferencia
1750,23,310,3,2024-01-04,17186,Transferencia
1751,41,462,9,2023-11-20,22544,Financiamiento
1752,10,100,7,2023-06-28,53285,Tarjeta de Crédito
1753,4,174,9,2023-11-26,30385,Efectivo
1754,22,119,1,2023-02-08,49709,Efectivo
1755,10,110,3,2023-05-07,63529,Transferencia
1756,4,431,5,2023-10-10,48652,Financiamiento
1757,14,422,9,2023-07-30,10639,Financiamiento
1758,49,444,7,2023-06-02,49845,Efectivo
1759,14,389,10,2023-07-23,79964,Tarjeta de Crédito
1760,50,318,7,2023-10-23,23162,Tarjeta de Crédito
1761,25,403,4,2023-09-24,44859,Financiamiento
1762,48,56,5,2024-01-24,55939,Transferencia
1763,10,218,9,2023-05-17,15581,Financiamiento
1764,47,371,2,2023-09-02,28584,Transferencia
1765,50,244,5,2023-11-13,18145,Tarjeta de Crédito
1766,35,117,4,2023-03-10,53628,Financiamiento
1767,24,246,4,2023-07-07,17213,Transferencia
1768,13,362,2,2024-01-16,78141,Efectivo
1769,42,51,3,2023-12-09,49628,Transferencia
1770,27,381,7,2023-05-13,65065,Transferencia
1771,46,51,9,2023-10-19,51021,Tarjeta de Crédito
1772,27,228,6,2023-01-25,25960,Transferencia
1773,33,329,1,2023-02-21,56869,Efectivo
1774,27,83,2,2023-04-20,37476,Financiamiento
1775,29,372,1,2023-06-20,75942,Efectivo
1776,4,134,5,2023-10-01,72053,Transferencia
1777,18,313,3,2023-09-19,22927,Tarjeta de Crédito
1778,46,306,7,2023-05-03,71405,Tarjeta de Crédito
1779,21,221,2,2023-12-26,59163,Tarjeta de Crédito
1780,50,238,10,2023-08-24,52498,Financiamiento
1781,7,78,8,2023-12-01,23345,Efectivo
1782,28,416,3,2023-10-13,79896,Efectivo
1783,44,266,4,2023-10-29,30808,Transferencia
1784,24,144,9,2023-01-28,69744,Financiamiento
1785,15,450,3,2023-10-16,48197,Tarjeta de Crédito
1786,8,2,1,2023-05-12,34468,Efectivo
1787,10,301,3,2023-03-16,51262,Efectivo
1788,14,292,2,2023-07-18,61876,Efectivo
1789,15,161,10,2023-03-26,72452,Financiamiento
1790,43,300,10,2023-12-01,26411,Financiamiento
1791,27,239,8,2023-08-28,13649,Efectivo
1792,9,450,5,2023-11-22,56943,Tarjeta de Crédito
1793,2,419,8,2023-07-27,76839,Transferencia
1794,30,102,8,2024-01-13,38290,Tarjeta de Crédito
1795,36,208,4,2023-05-21,38065,Efectivo
